Item,Category,Brand,Model,ASSESSMENT,"Repair status","Spare parts",Event,Group,Date,"Waste prevented","CO2 emissions prevented",POWERED
Kettle,Kettle,KitchenAid,,"Powers on but won't heat up. Possible liquid damage. Tried hard but probably high lever hardware.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Cassette radio","Hi-Fi separates",Sony,,"Not powering on. We pushed buttons at random and it came back to life.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,8.72,61.93,Powered
"Digital clock",Watch/clock,Sankyo,,"No power. It wasn't broken. Suspect the socket or EU adapter was faulty when he tested.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.3,14.145,Powered
toaster,Toaster,Kenwood,,"Not popping up. Cleaned all the crumbs out, opened it up and sprayed air to clear more crumbs.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.47,4.065,Powered
Printer,Printer/scanner,,,"Problem with the print head. Before arrival, printer had shown an error. It had gone when we plugged it in. Showed how to run ""Clean print head"" routine. Tested that, it printed fine.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,12.47,50.345,Powered
Laptop,"Laptop medium",Dell,,"No power, could not turn on the diagnose. Dirt build up in ports and missing key.",End-of-life,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Laptop,"Laptop medium",Samsung,,"No battery or power. 2 missing keys. Unable to diagnose.",End-of-life,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Toaster,Toaster,Breville,,"2 heating elements not working. Diagnosed - metal lever for ejecting toast is bent and touching element causing short circuit.",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Coffee machine","Coffee maker",KitchenAid,,"Powers on but water comes out of wrong place. Dismantled and source of leak located. Unable to determine cause of leak. (Sealed unit?) Re-assembled.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Circuit board for speaker","Hi-Fi separates","Harmon Kardon",,"Needs a lot of components to be replaced. Suggest to find online new board.",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Laptop,"Laptop medium",Asus,S200e,"Not charging fully. Plugged in charger to laptop, saw and heard sparks. Determined that charger was over spec for this model. try a new charger to see if it can charge it correctly.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Lamp,Lamp,,,"Neck broken and replacement did not fit. Suggested Sugru.",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Lamp,Lamp,BHS,,"Not powering on. Examined. ""Fixing"" is apparent issue. No bulbs working. recommended buying a new ""fixing"" and bringing a new bulb next time.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Table lamp",Lamp,,,"Not powering on. Neutral wire came loose in plug. Tightened contacts in plug. Tested with new bulb. Fixed!",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,2.68,7.48,Powered
Laptop,"Laptop medium",Toshiba,,"Very poor performance. Slow. Overheating and malware ruled out as performance bottlenecks. SSD replacement recommended.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Fan heater",Misc,Consort,,"Not powering on. Removed dust and realigned fan. Fixed!",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
Laptop,"Laptop medium",Fujitsu,,"Ransomware? No sign of ransomware came up. Computer is incredibly slow. Disabled Norton antivirus and it was much faster so we uninstalled it.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.83,132.66,Powered
Humidifier,Aircon/dehumidifier,"Summer Infant",,"Water leaking, possibly broken seal. Opened it. One of the screws was out, causing a water leak. Tried to screw it back in but it taps into the plastic and the thread was worn out. We put some glue and it looks like it's holding now.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,7.6,49.705,Powered
iPod,"Handheld entertainment device",Apple,,"Powers on but cuts out soon. Probably needs new battery. We sent the link for her to get a replacement.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"CD player","Hi-Fi separates",Bush,,"Powers on then cuts out. Opened it. Disk turning is erratic. Sometimes it doesn't turn at all, sometimes it tries to turn but doesn't manage, sometimes it spins well. Un-descriptive error message ""Er"" when it does manage to spin.",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"DVD Recorder","TV and gaming-related accessories",Panasonic,,"It doesn't turn on but it does make a turning sound. Opened it, some of the capacitors look exploded.",Repairable,,"We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
toaster,Toaster,,,"Needs a new lead. Fairly straightforward to disassemble. Access to lead fixings was very difficult. Needs 4mm crimp terminal and new mains lead.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Engraving machine","Power tool",,,"No power driving it. Switch felt broken (no click) confirmed with continuity tester. Not sure DC power supply is working.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Hair clippers","Hair & beauty item",Remington,,"Charging cable or socket damaged? No obvious problems inside. Cable only works with pressure on cable. New DC connector needed.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Battery powered clock",Watch/clock,"Thomas Kent",,"Not powering on. New battery got it going.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.3,14.145,Powered
"Food  processor","Small kitchen item",Magimix,,"Cutting out each use and disrupts all electricity in flat! Dis-assembled, wire assembly inside partially melted. Requires replacement motor.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Vacuum cleaner",Vacuum,Henry,,"Blown capacitor, replacement supplied. Worked!",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,6.8,18.005,Powered
"Vacuum cleaner",Vacuum,Hoover,Enigma,"No suction. Hose unblocked!",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,6.8,18.005,Powered
"Vacuum cleaner",Vacuum,Dyson,,"Not switching on. Rechargeable battery not taking charge. Needs a new battery.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Vacuum cleaner",Vacuum,Bosch,,"Cable retractor failed. Disassembled. Applied WD40. Now working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,6.8,18.005,Powered
"Vacuum cleaner",Vacuum,Dyson,V6,"Not holding charge. Charger OK. Battery issue. Checked online, new equivalent battery available £16. Customer will buy and install themselves.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
toaster,Toaster,"Morphy Richards",,"Sparked and motor failed. PAT test failed and tripped mains. Earth leakage due to raisin bridging element and earth. Removed raisin and now PAT passes and toaster working OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.47,4.065,Powered
Toaster,Toaster,"Morphy Richards",,"2 elements not heating up. Handle won't stay down. Cleaned electromagnet of crumbs. Now OK",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,1.47,4.065,Powered
Liquidiser,"Small kitchen item",Kenwood,,"Not powering on. Safety switch pin refitted. Power switches cleaned. Safety switch cleaned. Tested. All OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,2.95,15.45,Powered
"Hair clippers","Hair & beauty item",Braun,,"Not powering on. Oiled blades. No other issue identified. May be rechargeable battery is end of life. Cannot replace readily. Unable to open unit.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Battery powered clock",Watch/clock,Lascelles,,"Losing time. Identified needs new mechanism to be repaired by specialist. Spare parts found online, need to be bought and fitted.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Vacuum cleaner",Vacuum,Hoover,,"Not switching on any more. Overheated. Was fixed by rewiring plug (faulty). Needs new plug.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-04-06,0,0,Powered
"Hair dryer","Hair & beauty item",Babyliss,,"Powers on but one heat setting not working. Broken wire found and re-soldered. Both heat settings now operational.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,0.67,5.14,Powered
Blender,"Small kitchen item",Bamix,S200,"Rubber coupler worn out. Coupler replaced and item put back together.",Fixed,,"We Are 336","Repair Café Lambeth",2024-04-06,2.95,15.45,Powered
Coat,Clothing/textile,,,"Zip stuck.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
Bike,Bicycle,Cannondale,,"Rear brake ineffective and gear changes slipping. Adjusted both.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,15.1,74.8,Unpowered
Bike,Bicycle,,,"Brakes seized. Cables rusted and need replacing.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Unpowered
Bike,Bicycle,,,"Brake cables reconnected.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,15.1,74.8,Unpowered
Shirt,Clothing/textile,,,Alteration,Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
Suitcase,Misc,"American Tourister",,"Wheel has broken, new wheel supplied and fitted. T20 torx driver used.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Unpowered
Jacket,Clothing/textile,,,"Right pocket has holes.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Needs hemming.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
trousers,Clothing/textile,,,"Zip broken.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
Skirt,Clothing/textile,,,"Need a machine to put elastic through it.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.75,10.16,Unpowered
"Coffe machine","Coffee maker",Beko,,"Coffee grounds hopper jammed. Disassembled with difficulty. Gubbins jammed up and coffee grounds everywhere.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Laptop,"Laptop medium",Acer,,"To copy materials from DVD disk to a USB. Explained the process in steps to use VLC to copy data from DVD to USB with some explanation of technical files.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,1.83,132.66,Powered
"Digital radio","Portable radio",Robertson,"Uno logic","Dropped it and it stopped working! Battery contacts straightened and cleaned. Tested. All OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,2.06,27.325,Powered
Fan,Fan,Silvercrest,,"Not starting. Not working. Motor fuse suspected. Impossible to fix.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Shaver,"Hair & beauty item",Remington,,"Not charging. Batter voltage was 0.4V (should be 3.2V when charged). Battery dead but was spot welded in, needs specialist tool to replace. Uneconomical to repair.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Vacuum cleaner",Vacuum,Dyson,,"Battery was replaceable and a spare was brought. Followed YouTube video together to replace battery.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,6.8,18.005,Powered
"Bakelite table lamp",Lamp,,,"New fuse, loose wires were tightened.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,2.68,7.48,Powered
Lamp,Lamp,Anglepoise,,"Needs new parts, advice given.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Hairdryer,"Hair & beauty item",Babyliss,,"Cable breakage. Opened device, cut out section of cable, soldered cable and wrapped with heat shrink. Fixed!",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.67,5.14,Powered
"USB Lamp",Lamp,Lumio,,"USB port broken. Spare USB port soldered in.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,2.68,7.48,Powered
"Slow cooker","Small kitchen item",Tefal,,"E0 error. Broken wire in lid. Soldered. OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,2.95,15.45,Powered
Speaker,"Hi-Fi separates",,,"Not charging. PSU was 12V but needed 15V. He had another PSU - was OK. May need new battery. Told him which type.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,8.72,61.93,Powered
"Coffee machine","Coffee maker",Nespresso,"Vertuo plus","Red ring when trying to use. Tweezers were used to jostle the pod holder, both top and bottom. Machine then worked! But unsure as to why. Additional problem regarding non-stopping coffee that continues until water tank runs out.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Games console","Handheld entertainment device",Nintendo,3DSXL,"Not charging - fault with charging port? Checked adapter against device. Problem appears to be with right-most pin internal to the device. Issue is likely NOT to be with adapter but rather with the device port. Recommend professional fix to repair.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Tablet,Tablet,Lenovo,"Ideapad S206","Charging port issue. Ran various system utilities to increase battery longevity. Core charging issues could not be addressed. Likely cause is fault with power adapter.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Laptop,"Laptop medium",Stone,,"Uses Windows 7, not supported any more. Want to make it completely Linux. No hardware faults. Advice re software and hardware upgrade/replace.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Laptop,"Laptop medium",Apple,,"Seems to be slow. Switched on, logged in, connected keyboard and mouse. Started looking for disk usage. Finder app ran oddly and needed option/cmd/esc - continued. Force quit Excel, PowerPoint , MS error report and Photoshop. Rebooted. Boots a bit faster. Advice to clear up storage and reboot/update more often.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Radiator,Misc,Mylek,,"Powers on, no heat. No visible damage internally. Heating element has circuit continuity, but no obvious cause for not working. Would need control circuit removing and testing.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Headphones,Headphones,Skype,,"They had come apart. Reassembled and working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.4,1.5,Powered
Kettle,Kettle,Bosch,,"Not boiling. Clicks as if going to start but doesn't. Light comes on as it would do if it was going to boil. Bi-metallic strip broken in element diagnosed. Need to find a replacement.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"DJ controller","Hi-Fi separates",Pioneer,,"On one side my button won't change the Bpre Quantity. This just happened despite not being loose or dropped or water damage. PC connector not supplied. Diagnosis given.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Electric toaster","Small kitchen item",,,"Doesn't warm. Heating element is broken and difficult to remove.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
Fan,Fan,,,"Blades not spinning. Dismantled. Fuse OK, switches OK. Unable to locate fault.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Toaster 2 slice",Toaster,Dualit,,"Replaced the elements but didn't work. Will return.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Rice cooker","Small kitchen item",Cornell,,"Switches on but doesn't cook. Cut out not working spare parts needed.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"DVD player","TV and gaming-related accessories",Sony,,"Not powering on. 12V power supply is dead. Look for Mains to 12V DC power brick with 5.5mm jack.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Portable MP3 player","Handheld entertainment device",Bush,,"Not charging. Broken micro-USB port. Re-soldered and glued in place. Charging and data transfer capabilities restored. Owner advised to be very gentle with the port as would usually need replaced.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.14,11.355,Powered
Radio,"Portable radio",Sony,,"Can't switch on. Dismantled. Part of on/off switch has broken off internally. Got it into ""on"" mode. Reassembled. Now usable with a little bodging.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,2.06,27.325,Powered
"Vacuum cleaner",Vacuum,Henry,,"It does not turn on. Plugged in and seems OK. Bag not fully inserted. Now fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,6.8,18.005,Powered
Shredder,"Paper shredder","Pro Action",,"Intermittent shredding, possible sensor not working. Sensor sticking. Removed and alternative mechanism installed!",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,3.8,29.75,Powered
"Vacuum cleaner",Vacuum,Henry,,"Brought in ready disassembled. Fuse checked.",Repairable,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Music centre - CD/radio","Hi-Fi integrated",Bush,,"CD player is temperamental. Head cleaned and now OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,8.95,93.25,Powered
"Paint sprayer","Power tool",Terratek,,"Doesn't spray - did 2 panels then stopped. Just checked - seems to work! Advice about maintenance.",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,1.65,13.325,Powered
"Digital radio","Portable radio",Goodmans,,"Won't connect - goes ""fuzzy"". Took it apart. Probably speaker bad, needs replacing.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Toy car",Toy,Airhog,,"Broken? Switches identified!",Fixed,,"We Are 336","Repair Café Lambeth",2024-05-04,0.93,5.2,Powered
"Coffee grinder","Small kitchen item",Moulinex,,"No response. taken to pieces. Motor completely seized.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-05-04,0,0,Powered
"Wheelie bag",Misc,,,"Wheels need replacing. New wheels required.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Unpowered
jeans,Clothing/textile,,,"Shortened and hemmed",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Coat,Clothing/textile,Zara,,"Seam repaired",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
necklace,Jewellery,Accesorize,,"Chain torn. Opened link and closed again.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.06,29.595,Unpowered
Top,Clothing/textile,,,"Has a tear",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Waistband needs adjusting",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Catsuit,Clothing/textile,,,"Seam re-stitched and hemmed",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Jeans,Clothing/textile,,,"Cut down to shorts",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Jumper,Clothing/textile,,,"Hole in need of darning",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
Jumper,Clothing/textile,,,"Hole needs patching",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
"Portable Clothes Steamer","Power tool","Cosi Cosy",,"Water pipe to mister head appears to be blocked. Pump burned, needs replacement.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Air fryer","Small kitchen item",,,"Not working",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,2.95,15.45,Powered
Radio,"Portable radio",Roberts,,"Not powering on. Everything seems to be working fine. Not able to reproduce fault. Advised on what to do if it recurs.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,2.06,27.325,Powered
"Vacuum cleaner",Vacuum,Dyson,V6,"Charges but only works for seconds. Removed battery and found replacement part. To be ordered. (SV03 - battery code)",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
TV,"Flat screen 26-30""",Sony,,"Powers on but no pictures or sound. Switched on and seems to work. During consultation learned that TV contract had expired. Recommended Freeview set-top box.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,10.6,142.125,Powered
"Toy gun",Toy,,,"Not working when turned on or trigger pressed. Tested batteries - all working. Took apart to access electronics. A wire had come loose so re-soldered it in place and the toy started working again. Reassembled carefully and that motor could spin without getting trapped.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.93,5.2,Powered
"Electronic toy DT bouncing toy",Toy,Fisher-Price,,"Turns on but buttons not working. Tested batteries - one was a bit faulty / low voltage so replaces it and buttons started working again.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.93,5.2,Powered
"Games controller","Handheld entertainment device",Nintendo,Switch,"Glitchy controller. Drifts.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Laptop,"Laptop medium",Sony,Vaio,"Not powering on. Power socket loose. Charges if cable held steady. Not worth replacing socket.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,1.83,132.66,Powered
"Vaccum Cleaner",Vacuum,Proline,,"Not sucking. Broken drive belt.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Drill,"Power tool",Hitachi,,"A socket head bit stuck in it, maybe twisted. Drill partial disassembled, attempted removal of chuck but no luck. Added WD40 and advised leaving it to loosen chuck part. Sent home with advice on removal attempt.",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"coffee machine","Coffee maker",,,"Heat plate stopped working. Water no longer pulls through. Heating element damaged and needs replacement.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Controller,"TV and gaming-related accessories",,,"Contact switch broken",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Internet radio and CD player","Portable radio","John Lewis",,"CD stuck in the player.  Fixed front LCD screen connector and reassembled. Need power cable to open drawer :(",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Radio,"Portable radio",Bush,,"CD player laser burned. Plastic repaired. No CD to test it but we think it is fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,2.06,27.325,Powered
iPod,"Handheld entertainment device",Apple,iPod,"Not working",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.14,11.355,Powered
"Electric toothbrush","Hair & beauty item",OralB,Triumph,"Motor not moving the toothbrush. Moment of life! Left Wd40 on bearing, may do the job.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.67,5.14,Powered
"Steam mop","Power tool",Shark,,"No steam. Taken to pieces and done a small clean. Now seems to STEAM!",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,1.65,13.325,Powered
Headphones,Headphones,Bose,,"Tried various screws which didn't fit but I know which one to get. Temporary solution with a tie - does the job for now!",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.4,1.5,Powered
Mixer,"Small kitchen item",Kenwood,,"Not working, just out of guarantee. All circuits checked and no obvious problem. One part identified, to be ordered and brought back here.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Dinosaur light string","Decorative or safety lights",,,"Battery powered. Not lighting up. New batteries has it lighting up for a minute or so but dangerous short circuit, not to be used!",End-of-life,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"How to train your dragon",Toy,,,"Not lighting up and no motion. Batteries and contacts in the ""wand"" cleaned.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.93,5.2,Powered
"Halogen cooker","Small kitchen item",Cooks,,"Power on and heat/light works but fan not spinning. Thermal fuse? No continuity through transformer. Cannot access thermal fuse. May be possible to find replacement on eBay.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Toaster,Toaster,"Morphy Richards",,"It is blowing the electric fuse. Found sultana between element and toaster body. Removed it. PAT done OK. Operation OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,1.47,4.065,Powered
"Electric fan",Fan,Cinni,,"Fuse changed, worked for a bit. Wiring checked, readjusted, switch worked on. Very many things looked at. Steffi wonderfully thorough.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,3.9,7.8,Powered
Speaker,"Hi-Fi separates",,,"Not working at all. Possible mainboard issues. Problem could not be replicated.",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Electric toothbrush","Hair & beauty item",Philips,,"Start button is not working. Buildup under power button. Cleared out. Device like new.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.67,5.14,Powered
"Digital radio","Portable radio",Tempus,,"Screen display pixelates. Can't get all stations. LED broken - unlikely to fix.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Vacuum cleaner",Vacuum,Hoover,,"Not charging. Not successful, however was able to test socket, connections and power supply voltage. Plan - try higher voltage adaptor.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Vacuum cleaner",Vacuum,Curry's,Essential,"Doesn't charge, doesn't turn on. Maybe suck something liquid? Electrical circuit problem.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,6.8,18.005,Powered
"Leisure battery inverter.","Power tool","Ring Powersource",RINVU300,"No power. Tested and determined that the battery was too flat to power the inverter.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,1.65,13.325,Powered
Iron,Iron,Braun,,"Not working.",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Blu-ray player","TV and gaming-related accessories",Philips,,"Disc drive not sliding. Observed issue with rubber drive belt after opening panels. Electronics OK.  Issue is loosened/loss of grip of belt. Need to source a tighter drive belt. Ideally 8mm rubber belt, reattach to gears.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"Vacuum cleaner",Vacuum,Miele,,"On/off switch not working. Switch seems in good condition, continuity when on and none when off. Circuit board looks good. No continuity in the motor. Suggested buying a replacement and coming back next month.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
"iPad Mini",Tablet,Apple,,"Dropped and stopped working. Charging port had debris accumulated. Cleaned with a pin. Stuck in boot loop. Tried hard reset but unresponsive. Tried recovery mode connecting it to a Mac but Mac does not detect device. Apple support couldn't provide more fixes except service.",Repairable,,"We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
rucksack,Clothing/textile,Fossil,,"A rip in the material.",Fixed,,"We Are 336","Repair Café Lambeth",2024-06-01,0.75,10.16,Unpowered
"coffee machine","Coffee maker",,,"Leaks. Need to buy o-ring.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-06-01,0,0,Powered
Handbag,Clothing/textile,,,"Strap came off. Reattached to the body the bag. Strong black thread and big needle. Advice on strengthening the straps.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Jacket,Clothing/textile,,,"Side seams and badge",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Shorts,Clothing/textile,,,"Side seams",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Patch knee and fix pockets",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Jacket,Clothing/textile,,,"Lining sewn",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Coat,Clothing/textile,,,"Add hooks and shorten sleeves",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Sweater,Clothing/textile,,,"Cut the sleeves and hem/overlock",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
